text,at,label
Sangat2 membantu,2018-10-17 14:13:29,positif
Cape cape ngeshake tapi ga ada saldo buka dompet yg di dapat kecewa!!!!,2018-10-18 1:46:11,negatif
Sangat membantu,2018-10-18 11:35:06,positif
"Saya beli barang di bukalapak dari senen sampe sabtu blom sama sekali di anterin barang nya,,,tolong dong dibaiki bagi penjual nya,,atau di komplen",2018-10-20 18:48:37,negatif
Pesanan dari hari kamis kemarin sampai hari ini belum di antar. Padahal saya tunggu 2 hari saja tapi sampai saat ini barang belum dateng 😠😠😠,2018-10-21 11:43:04,negatif
Keren dan memudahkan buat blanja,2018-10-24 12:20:58,positif
Kecewa beli paket internet 3 tulisan terkirim tetapi nyatanya kartu 3 saya masih tidak bisa dibuat untuk internet. Lapor dibales sekali. Terus gk dibales lagi. Gimana ini ?,2018-10-25 7:15:20,negatif
"Sangat mengecewakan,beli barang sdh ditransfer,barang ga smpai sdh 1 minggu lebih. tujuan alamat sdh jelas",2018-10-25 14:14:31,negatif
menu keranjang belanja eror udah lama..mohon diperbaiki,2018-10-26 6:21:08,negatif
Sangat membantu dalam pencarian barang keinginan.....,2018-10-28 4:25:44,positif
Good servicenya..,2018-11-01 8:51:17,positif
Saya sangat kecewa karena saya baru memesan barang lalu tiba tiba aplikasi ini malah berhenti seketika dan parah nya lagi saya sudah memesan pesanan saya dan saya tidak tau apakah pesanan saya akan sampai atau tidak dan jika pesanan saya telah sampai saya akan mengganti ulasan saya dan akan meningkatkan bintang nya,2018-11-01 13:27:51,negatif
"Kecewa, Ga bisa top up ke Indomaret padahal mau beli barang. Huhh",2018-11-04 5:11:09,negatif
Kenapa skrng buka lapak jelekk dulu bagus banget skrng jelk maap ya ini aku cuma saran,2018-11-09 23:36:08,negatif
Aplikadi baik untuj shooping,2018-11-12 11:37:54,positif
Ongkirnya gak sesuai dengan barang Masak cuma kenalpot aja ongkirnya sampek Rp400-700,2018-11-13 13:00:31,negatif
Ga jadi instal..review komen minus,2018-11-17 14:32:45,negatif
Ini kenapa ya ? Skr bertransaksi di bukalapak ga bisa pilih pembayaran via virtual account BCA. Sudah kontak ke cs blom di respon juga. Saya musti kontak kemana ya ????,2018-11-18 22:34:44,negatif
Estimasi pengiriman 2-4 hari kerja...tapi kenyataannya sampai 10 hari...sangat lama dan mengecewakan....,2018-11-19 4:42:00,negatif
Thank u bukalapak . Tiap beli pulsa dapet cashback teruss.. 😍,2018-11-21 3:53:22,positif
Saya suka sekali sayang....,2018-11-21 8:27:29,positif
Buka lapak event serbu seru katanya dana 100% kembali saldo buka dompet ku malah belum refund 2. Di status riwayat event serbu seru malah menunggu pembayaran.,2018-11-23 21:52:54,negatif
aplikasi jelek lemot sering eror,2018-11-23 23:07:10,negatif
Aplikasi produk karya anak bangsa mantaap banyakin barang+diskon flash dealnya biar bisa bersaing sama aplikasi Sebelah,2018-11-24 13:38:29,positif
"Cepat, rapi,n baik",2018-11-26 12:53:46,positif
pelayanan kurang baik,2018-11-27 13:49:44,negatif
Saya bli kaca mata kok blum nyampe2 gimana dong inih,2018-11-29 8:11:57,negatif
"mantap, tingkatkan terus pelayanan",2018-12-01 6:04:43,positif
"Penghilangan pengajuan cancel sangat merugikan buyer, udah bayar chat gak dibales lapak gak diproses, minta cancel CS gak bisa, kami para buyer musti menunggu 2x 24jam bahkan lebih untuk auto cancel, dahulukan buyer min kalau Bukalapak ingin tetap Jaya, kami kecewa dengan penurunan layanan ini, pengajuan cancel dengan alasan jelas boleh dong seharusnya",2018-12-03 2:35:54,negatif
salah satu olshop terbaik,2018-12-03 22:05:20,positif
Aplikasi ini sangat bagus dan memuaskan.,2018-12-04 2:06:49,positif
"Pelanyanan tda bagus. Sya pesan barang, paketnya blum sampe ko secara otomatis dikonfirmasi terima barang sementara barang tda dikirim karna tda lolos x ray dibandara dan paket dikembalikan. Sda berapa kali dikomplsin tpi tampa persetujuan pembeli langsung dikorfimssi terima barang. Saya jadi rugi jadinya barang tda dapat uang jga tda kembali. Sngat tda memuaskan kataya 100% aman.",2018-12-04 14:37:53,negatif
Situs belanja online yang buruk.,2018-12-06 9:06:07,negatif
Sejauh kurang puas dengan Bukalapak,2018-12-07 2:55:06,negatif
"Sebagai costumer yg waspada barang yg kirim seller apabila sdh tdk sesuai pembicaraa seller dan costumer, pihak rekber hrs bisa mengcancel transaksi yg sdh terbayar apabila costumer yg meminta, bkn dgn persetujuan seller(krn brg blm dikirim), krn bisa sj seller mengirimkan brg yg tdk sesuai dgn pesanan,( sdh terjadi kpd sy) Klo komplain jg mahal di ongkos kirim krn costumer yg tanggung, jd seller seenak hati mengimkan barang walau gak sesuai",2018-12-07 4:04:23,negatif
Belanja suku cadang kendaraan bisa lebih mudah,2018-12-07 11:57:46,positif
Goblok bisa gk sih hah saya mau vertifikasi gk sampe sampe kode nya udah gontaganti nomor juga gk guna bagai mana saya mau belanja kalo gni anjing gk guna katanya belanja online praktis nyatanya saya mau daftar aja susah vertifikasi gk nyampe nyampe untuk semua pengguna bukalapak hapus aja gk guna,2018-12-09 12:05:02,positif
"Aduh masa selller gabisa ngasih garansi, barsng yang dikirim rusak harus ngabarin cs, aplikasi ga kek app sebelah. Kacau.",2018-12-09 17:04:16,negatif
Ngapusi doang susah 2 nunggu harganya 12 masak gak bisa beli trus habis gtu aja di akali bk nih,2018-12-11 4:05:27,negatif
Saya mau aplikasi ini tidak banyak iklannya,2018-12-11 11:07:09,positif
"Mau ganti nomer telpon aja dipersulit padahal udah jelas gw kasih data"" email telpon yg lama gw tp masih aja kaga bisa ampun dah tolong bukalapak benerin lg aplikasi nya jangan pernah membuat sulit customer akhirnya gw uninstall dah",2018-12-11 11:48:48,negatif
"Baru mau Download persiapan Harbolnas, tp liat komentar dari pembeli maupun penjual kok jd ragu ya🤔, ke Toko yg jual Ori aj deh borongnya",2018-12-11 13:31:44,negatif
Saya rugi 3 juta lebih.. udh dibayar 3 juta.. tapi kenapa ga diverifiikasi pembayarannya.. penipuan. udh itu kedaluwarsa ga ada yang peduli ..... . SAYA BERSUMPAH DIAKHIRAT YANG TIDAK KEMBALIKAN UANG SAYA HISAB NYA BERAT . kalo dikembalikan baru saay maapkan. itu aja kecewa bener. abis uang saya udh.,2018-12-11 22:19:07,negatif
Masa ada promo 1212 giliran kita mo klik slu gk bisa dgn alasan barang byk yg minat pdhl udh nungguin sblum dmulai x ahh. Percuma php doang,2018-12-12 1:09:06,negatif
Aplikasi apaan ini ngadain event 12 udh 4 hari nunggu jam pas gx bisa eror trus nunggu berapa saat tau tau abis gblk,2018-12-12 5:10:46,negatif
"Banyak diskon dan banyak promo"",, mantap",2018-12-12 12:10:36,positif
Niatnya pengen belanja tapi banyak yg komplain jadi malesssss. Beli dua pasang yg nyampe satu pasang ada yg ktipu 4jt aduh ngeri kali....,2018-12-12 16:25:15,negatif
"ikut flash deal ga pernah bisa, keterangan nya error server mulu.. event serbu jg ga jelas dlm penentuan pemenangnya..",2018-12-13 4:50:26,negatif
Cukup membantu dalam pencarian kebutuhan publik.,2018-12-13 11:02:22,positif
"Flashdeal taii, g guna. gw udh nunggu lama asuu suuu!!!!!!!!! Tetep aja g dpt",2018-12-13 17:10:42,negatif
Ini Flash Sale nya gk Niat ato gmana Ya...apa itu boong aja,2018-12-13 17:14:07,negatif
Thx Bukalapak karna memudahkan belanja tanpa ribet keluar rumah.,2018-12-14 14:56:34,positif
"Apa apa nungguin ampe begadang buat flash deal Rp.12.. Sekali klikk server error, 'barang yg di inginkan banyakk yang mau lo' kan anehhhh.. Kalo mau ngadain ivent yg agak bnr lahh... Jangn cuma buat naikin ratting coutemer jadi kecewaa....",2018-12-14 21:15:37,negatif
"Bukan cuma gue yg ketipu gara"" flash sale ternyata banyak juga nipu ni event cuma ngabisi kuota buat update banyak gini korban nya juga",2018-12-15 14:08:38,negatif
Selalu dukung penjual deng pust gratis,2018-12-16 15:00:33,positif
"saya mengalami masalah double transfer ketika membayar order saya agak panik takut dana tidak.kembali, tapi setelah saya chat dengan CS BUKALAPAK yang baik dan fast respon saya hanya disuruh mengupload bukti mutasi rekening dari bank dan menunggu 1x24 jam, lalu kembali saya menghubungi CS, akhirnya dana Alhamdulillah bisa kembali. jadi jangan takut belanja di bukalapak barangnya keren keren original sesuai isi dompet, SUKSES SELALU BUKALAPAK",2018-12-18 5:11:56,positif
"udah report seler nakal, tp tdk ditindak tegas.",2018-12-18 16:41:56,negatif
bukalapak memberikan no transaksi yang gak bisa dibuka...sy dirugikan dgn uang gak kembali dan barang yg tak pernah datang...skrn no hp si penjual tdk dapat dihubungi lg.apa yg dapat dipertanggung jawabkan oleh situs BL,2018-12-19 2:32:22,negatif
"flazz deal aneh, di tungguin lama, giliran udah mulai eh servernya eror aja, trus giliran udah kebuka eh kehabisan aneh evennya",2018-12-19 4:44:04,negatif
siip lah saran lebih lengkap lg,2018-12-19 6:23:54,positif
mantab pokoknya mantab....,2018-12-19 10:37:53,positif
kode opsional nya dimna susah amat login nya..,2018-12-19 11:26:06,negatif
"terima kasih buka lapak aplikasinya bagus, saya juga dapet kejutan credits semoga akun saya dapet terus kejutan lainnya",2018-12-21 11:57:29,positif
sangat membantu,2018-12-23 11:56:33,positif
bagus terperyaca,2018-12-23 23:34:42,positif
"saya masang buka cicilan, setiap mau cicilan pake akulaku ngelag banget kecewa skrng semenjak update..",2018-12-24 2:02:06,negatif
"Serbu cuma bikin aplikasi jd berat dan berkali2 server eror.. Kalau memang ga niat kasih ga usah pakai tipu2 segala.. Klik nya gagal terus giliran bisa bayar nya susah, gikiran bayar nya bisa pasti meleset.. Ga je las",2018-12-24 6:00:01,negatif
saya sebagai pelapak. barang udah sampai di kostumer 7 hari. sampe sekarang dana gak masuk.??? 100rb mungkin saya ikhlasin. ini 5.5jt boss. gimanaaaa iniii ?,2018-12-24 6:29:19,negatif
kenapa tdk bisa di buka sh,2018-12-24 7:05:05,negatif
"satu lagi, perasaan fitur layanan wahana sudah lama di tutup tp anehnya konsumen masih bisa klik pakai layanan ini, hadehhh....bl bl.....",2018-12-24 9:50:09,negatif
"sudah 2x dana saya hilang,entah kemana..gak seberapa....tapi kecewa banget.. .. ngisi form lewat buka bantuan juga jawabnya kayak auto reply,itu juga hmpir 3 minggu baru di balas lewat email.......",2018-12-25 6:39:58,negatif
sangat sangat buruk,2018-12-25 7:35:13,negatif
sebagai pelapak saya kecewa.. saya mau upload dagangan tidak bisa2 sampai puluhan kali gagal,2018-12-26 7:34:40,negatif
demam serbu sedang menggebu padahal pas jam 17.00 payah !!! kalo emang gamau ngasih serbuan gausah sok lah bngst !!!,2018-12-26 10:04:14,negatif
sejauh ini sangat nyaman dan sangat membantu. Terima kasih buka lapak..😊,2018-12-26 11:03:14,positif
maaf bintangx aku kurangen..kenapa histori gak bisa di hapusss..coba,2018-12-26 15:23:06,negatif
mudah murah aman respon cepat,2018-12-29 8:45:24,positif
program serbu 12000 nya menarik..terus dipertahankan...,2018-12-29 9:15:15,positif
kirain ada adegan ngeuenya malah nggak ada jancoeg:'v,2018-12-31 2:28:11,negatif
"Mau Ubah nomor hp yang hilang ke yang baru doang dipersulit , , , harus verifikasi kode dulu lewat sms ke nomor yang lama, , , gimana mau verifikasi kalo nomor yg lama udah hilang ??? alhasil saya gk bisa ubah alamat dan INTINYA SAYA GK BISA BELANJA 😒😑 karna alamatnya gk bisa di ubah ke lamat yg skarang . . . Tolong banget lah . . . di perbaiki, soalnya BUKALAPAK olshop paling enak bagi saya.",2018-12-31 5:34:36,negatif
komplain tidak ditanggapi. sedangkan dr bukalapak sendiri 2x24jam complain ditutup. yg bener dong. gk beres banget. ini udh brp hari. kacau nih bukalapak.,2019-01-02 3:08:37,negatif
Knpa gk muncul gambar barangnya,2019-01-03 6:14:05,positif
kecewa sama bulalapak. pembayaran idah di lakukan belum ada verifikasi,2019-01-03 7:13:01,negatif
Help.. HPku Meizu M6S tidak muncul gambarnya (Sudah OK),2019-01-03 14:25:29,positif
"Setiap hari BUKALAPAK mengeluarkan hadiah untuk pemenang SERBU 12 tapi kami melihat tidak ada satupun ulasan dari pemenang tersebut baik di sini ataupun di media sosial resmi BUKALAPAK , apakah ini termasuk penipuan atau hanya untuk menaikkan rating saja ,, tentunya kami akan laporkan kasus ini kepada kepolisian agar di tindak lanjuti. BUKALAPAK tidak perlu menjelaskan apapun kepada kami, cupup nanti jelaskan saja kepada penyidik dari kami.. terimakasih",2019-01-04 12:07:26,negatif
mempermudah dalam hal apapun. sukses BL,2019-01-05 10:08:21,positif
"Saya Sangat Senang & Puas dengan ada nya Bukalapak, Sangat Membantu.. Maju Terus Bukalapak💪 Terimakasih🙏",2019-01-05 18:15:49,positif
kenapa yang lain bisa masuk ke serbu seru sedangkan saya ga bisa serbu mulu ya,2019-01-06 4:15:40,negatif
recommended bngt pokok nya,2019-01-07 16:50:44,positif
ini pembuatan fitur pencairan bukaDana nya sampai kapan ? ayolah segera dibuat !!! kecewa sekali saya !!! kapokkk !!!!!,2019-01-09 11:57:01,negatif
kecewa sekarang hadiah dari shake cuma rp.64 pling besar rp.80 biasanya mah dapet rp.300 di tambah harga serbu di naikin jadi 19 ribu,2019-01-10 5:14:29,negatif
payah amat sihhh nih aplikasi saya mau tranfer duit saya gk bisa bisa tolobg diperbaiki ya. woyyy tolong,2019-01-10 11:41:08,negatif
"belanja di bukalapak kaga aman, kaga ada jaminan pembeli kaga di tipu pelapak gw udah kehilangan duit 1.300 rb, dan bukalapak kaga bisa tanggung jawab, sebaiknya hati2 belanja di bukalapak penjual yg jujur sama penjual penipu sulit di bedain.",2019-01-11 2:17:30,negatif
kaka saya pernah beli online terus tertipu kalau di bukalapak tertipu gak saya takut beli online nanti seperti kaka saya terima kasih,2019-01-11 11:32:35,negatif
"Product lengkap, banyak promo... Tapi sayang gak peenah dapet serbuseru... 😂😂😂",2019-01-11 18:55:41,positif
Maaf aku turunin karena fitur shake dapat sedikit ! Daripada flash deal ga jelas mending fitur shakenya banyakin deh .. #flashdealbullshit,2019-01-12 13:32:03,negatif
bukan kaleng-kaleng,2019-01-13 9:08:43,positif
"menyenangkan,",2019-01-14 6:37:05,positif
Aplikasi nya bagus dan sebagi pengguna harus bijak dalam melakukan trnsaksi online.. Sukses terus buat buka lapak,2019-01-14 8:03:38,positif
parahhh bngett...udah diupdate malah lemott...dibuka ga kebuka2 jg..loadingx eror lemottt...mohon diperbaiki lg..,2019-01-16 1:44:21,negatif
aplikasi tai... sumpah.. emosi banget gua duit sendiri dicairkan gak bisa...laporan sampek bosen ke buka bantuan .. nanti dikonfirmasi tim terkait kami... giliran respon tetep aja formalitas... duitku emang cmn sejuta.. kecil buat anda .. besar buat saya... hello...semoga saja banyak pelanggan yg mengalami ini biar cepet tutup kantormu... saya sudah males pakai aplikasi tai ini,2019-01-17 0:51:42,negatif
saya blanja udah tranfer uangnya dari alfamart. tapi gak ada kabar apapun dari bukalapak,2019-01-18 6:30:14,negatif
"maaf ada satu keluhan,hp saya hilang trus beli lagi dgn nomor yang sama, tapi kenapa ya untuk pembayaran dgn buka dompet tidak bisa???",2019-01-19 0:58:57,positif
mau nambahin email aja susah banget. kata nya email gak terdaftar. situ sehat?? yah emailnya gue pake terus masa gak terdaftar. -_- gak pinter !!!!!,2019-01-19 21:19:59,negatif
cukup membantu,2019-01-20 0:40:21,positif
barang yang dibanjarmasin ada,2019-01-20 9:29:46,negatif
"Gak semudah dan sepraktis e-commerce yang lain, ribettt",2019-01-22 10:42:05,negatif
menu serbu hilang saldo ga kembali knp,2019-01-24 21:37:57,negatif
biar bintang yg berbicara,2019-01-25 11:27:34,negatif
Bagus sekali..cepat respon.a 👍😊😁,2019-01-26 13:53:14,positif
aplikasi taik kayak iklannya.. upload barang aja susah,2019-01-27 2:24:35,negatif
Barang nya kurang lengkap,2019-01-28 10:14:24,negatif
gak ngerti harus pake kode refferal . pusing ribet jelekk gak ngertiiiiii pusing 😭,2019-01-28 17:17:52,negatif
"ga bisa chat dan pesan barang,, daftar ny ga bisa2,, kode buka lapak,, ribet bnget dri kmaren,, padahal bnyak yng mau di beli",2019-01-29 4:16:44,negatif
"aplikasi nya suka eror padahal sudah di update ,kecewa berat , efek aplikasi makan koutanya terlalu besar begini nih suka ga mau ke buka klo kouta udh mau abis kan bren*sek .",2019-01-31 1:13:26,negatif
"bukalapak memang mantap,sukses selalu",2019-01-31 14:21:14,positif
aplikasi yg cocok untuk pilihan e-commers,2019-02-01 7:01:14,positif
"Baru pertama kali belanja di Bukalapak malah udah dibikin kecewa, jadi males mau belanja di Bukalapak lagi 😔",2019-02-01 14:59:22,negatif
serbu seru gak menang-menang jadi kurang percaya,2019-02-01 16:26:35,negatif
"buka lapak gratis ongkirnya habis mulu ada apa gak sih ongkir gratisannya?? bohong.. mau belanja hbs mulu gratis, jd malas beli disini... pembohong",2019-02-03 9:39:32,negatif
knapa Saya Kasih Bintan 1.... krna Mau Daftar bikin akun Baru Jangan Terlalu Susah..... saya Pengen daftar Dari Kmren Kmren sllu GagaL Di Kode ReferaL..... apa Sih maksud Kode ReferaL..... kayak Lasada dong Gampang Daftar Nya.... kayak Toko Pedia gitu.... trus Terang Saya Pengen Bangets Punya Akun Buka Lapak..... Cumn Susah Daftar Nya Sampek SebeL Jadi Nya.... ayolah Permudah,2019-02-04 2:18:46,negatif
sangat puas dgn pelayanannya...,2019-02-04 11:16:41,positif
"sedikit menyesal sama di pembayaran saldo buka dana, mau bayar barang pakai saldo buka dana harus dengan kode OTP tapi nomor yang terdaftar di buka dana sudah tidak aktif/hilang apakah ada solusi, padahal saldo buka dana masih ada",2019-02-05 16:12:56,negatif
Sebagian besar sesuai harapan utk barang dan harga.,2019-02-06 1:16:09,positif
skrg ada biaya adminnya kalau mau belanja ..,2019-02-06 6:21:54,negatif
"ribet mending toko online sbelah mau login susah banget udah komplen baru bisa sama loadingnya lama banget ,aplikasi apaan bikin jengkel,terus serbu seru nya ribet ga bisa cod pke d acak lg harusnya siapa cpt dia dpt jd g hrus nggu lma2 untuk nungguin hasilnya.",2019-02-06 12:56:39,negatif
mantap aplikasinya,2019-02-08 8:08:47,positif
bang saya udha transfer tapi kenapa ditulis nya belom diterima hangus dong uang saya penipu buka lapak!!!!,2019-02-08 19:16:40,negatif
mantap mempermudah pencarian yg diperlukan .thkyou,2019-02-09 13:18:24,positif
"saya sudah 2 kali Transaksi di buka lapak tapi gagal terus, yang pertama pake Klikbca sudah saya transfer g ada bukti nya, yang kedua saya pake transfer manual, atau di terima, lagu pertama transakasi eeehhh tiba² minta verifikasi no HP kembali ke awal lagi saldo 300.000 hilang, transakasi saya juga g ada, tolong solusi nya",2019-02-11 9:41:38,negatif
aku ikut serbu seru xiaomi dan iphone x udah transfer 24.000 masih menunggu pembayaran,2019-02-11 10:53:01,negatif
"kenapa tidak berjalan aplikasinya ,trus suka keluar sendiri , kenpa tidak cocok di hp saya",2019-02-11 15:49:32,negatif
bagus banget belanja disini murah2 banget harganya apa lagi bli squishy murah2 banget,2019-02-12 12:46:03,negatif
"asu, kata nya yang ikut kuis serbu, jika kalah duit akan balik lagi 100% , tapi mana buktinya duit ku gak balik lagi,penipuannnnn !!!!!!!",2019-02-13 1:32:21,negatif
saya komplain ko ga di respon. aneh ni cs nya ga niat bantu kali. apa guna na cs kl gt taik,2019-02-13 7:25:44,negatif
"SANGAT TIDAK PROFESIONAL! Aplikasi maling duit calon konsumen. Jangan pernah sekali2 simpen uang di BukaDompet. Ujung2nya dipake Promoted Push tanpa ada konfirmasi, padahal saya tidak jualan dan tidak pernah membeli fitur tersebut. Apa susahnya kembaliin dana yg ada ke BukaDompet? Ini dananya gagal diambil pembajak untuk beli sesuatu sementara digunakan untuk membeli Promoted Push yg secara logika BukaLapak tidak akan rugi juga jika membalikkan dana tersebut.",2019-02-13 7:58:24,negatif
"Ada Apa Dengan Serbu Seru,, Kemarin Ikut Serbu Seru Tapi Saldo Kepotong Sampai Sekrang Saldo Dana Blm Kembali Padahal Penjelasan Nya>>> MELESEEEEEET... Makin Sering Di Perbaharui Bukan Mkin Bagus Malah Makiiin Nganu... Tulisannya Doang ( Jaminan 100% Uang Kembali ) Tapi Knp Ke Potong Ya & Sampe Sekarang Ngga Kembali Tuh ..??? Orang Lain Yg Dapet Saldo Dana Gw Yg Kepotong.. Jelasin Aja Biar Danta & Jangan Minta Maaf,, Urusan Maaf Mah Gampang..",2019-02-14 6:18:11,negatif
"ikut serbu seru g dpt2, saldo lama2 terkuras. Klo g dpt katanya di kembalikan 100% tapi mana buktinya???",2019-02-28 1:44:46,negatif
knp menu utk bantuan gak bs dibuka yah?udah sy transfer tp blum di verifikasi jg pembayaran sy sampai status pembelian kadaluarsa,2019-02-28 6:18:16,negatif
"padahal udah langganan lama, tiba2 log out gk bisa login lg, pdhal saya ada transaksi sekarang, tlong segera diperbaiki",2019-03-01 0:25:04,negatif
"terima kasih BUKALAPAK, proses nya cepat",2019-03-01 1:14:10,positif
ko top up saldo dana gamasuk sih ? no top up nya BL1912DSF3G2INV malah kadaluarsa padahal udh masuk di transfer nya gmn dong,2019-03-01 2:15:09,negatif
bli brang d buka lapak .setelah tf tp ko ttp ngga ada pemberithuan k g-mail perbyarn sudah berhasil.sampe pembayarn kadaluarsa ngga ada pembrithuan juga.di telpon k cs sush.kecewa,2019-03-01 2:41:27,negatif
"kenapa ada keterangan "" kuota voucher hari ini sudah habis"" ini gimana saya kan mau pake kode cashback cicilan lunas?",2019-03-01 6:59:32,negatif
Sangat membantu dan mudah untuk bertransaksi baik jual atau pun beli . fitur2 nya mudah untuk dipahami .,2019-03-03 12:30:10,positif
jelas mudah dan promo menarik,2019-03-04 3:24:01,positif
gak pernah dapat buang buang waktu dan kuota,2019-03-04 6:42:20,negatif
"saya udah bayar tapi,masih ada pembayaran ,uang pun tak tau kemana",2019-03-04 14:38:54,negatif
"Lambat dalam menyelesaikan masalah customer. hanya dibuat menunggu tanpa ada kepastian yg jelas, bukan masalah uangnya, tapi nama baik Bukalapak yg selama ini saya andalkan untuk mendapatkan barang, sekarang saya jadi amat sangat kecewa. mungkin Bukalapak tidak rugi jika 1 orang uninstall aplikasi ini. tapi ingat, perlakuan Bukalapak terhadap customer yg dirugikan akan berdampak buruk di belakang.",2019-03-06 7:05:21,negatif
"sayang gak ada non bintang ya. maksa banget harus ngasih bintang 1, dan jujur gw ngasih bintang 1 ini bnr2 kepaksa. ni aplikasi bnr bnr gak beres. pertama yg udah bnr2 saldo di bukadompet di alihin ke dana dan itu berbelit belit, verif otp, ini itulah. ribet. susah mau ngejeleasinnya, terkecuali kalo gw di ciduk buat dateng ke pusat bukalapak bakal gw jelasin semuanya. ribet, baca aja komenan para netizen yg udah pada kecewa sm perlakuan ni aplikasi. yang kedua, sayang 500 karakakter.",2019-03-06 9:45:58,negatif
saya mohon untuk membuka atau mengaktifkan kembali bukadompet bukalapak yg telah dibekukan. sebab saya kesulitan dalam pencairan dana dan pembelian barang dengan menggukan saldo di dompet bukalapak,2019-03-06 11:11:38,negatif
"puas banget,,, KERENNNNN",2019-03-06 17:50:55,positif
saya baru instal aplikasi ini jadi saya blum tahu sepenuh nya.. mudahan saya suka..,2019-03-06 21:47:44,negatif
Bukalapak mantap.. Aplikasi ANAK BANGSA,2019-03-07 7:40:20,positif
aplikasi jual beli onlin yg mantap... tngkat kan terus layananya,2019-03-07 13:37:11,positif
"tolong dong cs dibantu prosesnya cepat , kelaman nunggu kita. beli barang pake gosend udh 2 hari ga sampe rumah tapi keterangan di gosendnya sudah ter antarkan , dimana barang saya berada?",2019-03-08 3:45:48,negatif
"ini bagaimana sih,aplikasi di buka gak bisa sudah 5 hari muat ulang terus.signal oke 4g apl yv lain lancar jaya kenapa ini gagal terus.update sampe 2x gak ada hasil",2019-03-08 5:18:32,negatif
"parah, ekspedisi lama bukan nya di push oleh pihak buka lapak, malah customer suruh push ga fast respon klo ada kendala di ekspedisi percuma ngasih bintang 5, service nya sama aja",2019-03-08 15:55:34,negatif
"kok kiriman saya dikirim lebih dari 2 hari ya gimana ini, responnya mana ini tolong di respon",2019-03-08 22:26:40,negatif
"ka gimana nih kan aku mau daftar aplikasinya di tahun 2019 ini malah ha bisa,kode referral itu gimana sih ka mksdnya,ga bisa daftar daftar nihh",2019-03-09 8:02:10,negatif
ok.. belanja jadi lebih mudah,2019-03-09 8:47:49,positif
