text,at,label
saya beli flash sale di indovapor katanya salah harga tapi sudah terlanjur saya barar transfer.pihak seller tidak mau cancel & seller tetap mengirimkan paketan.akan tetapi pesanan saya (vapor) dikirim selembar kertas oleh seller yg berisi permintaan maaf.saya sudah habis 90.000an yg sudah saya transfer & hanya mendapatkan selembar kertas. bagaimana tanggapan & tindakan pihak lazada terhadap seller & buyer ? #2019PindahAppSebelah,2019-05-28 7:04:20,negatif
"Suka banget walau kadang klo pembayaran melalui jne dan jnt harus jemput, dan mereka gak mau antar. Padahal pembayaran sudah lunas.",2019-11-11 22:41:05,positif
"Banyakan produk china,,,pengiriman lambat masa smpe 2,3minggu....",2020-02-22 13:10:00,negatif
"Aku suka belanja di lazada,karna barang yg diterima sesuai dengan pesanan dan caranya tdk ribet.",2019-11-01 14:00:10,positif
saler bilang barang ready. pas order di prises ampe 1 minggu ternyata barang kosong. tidak sesui estimasi. tgl udah 16 juni. di aplikasi estimasi masih 15 juni. barang blom nyampe2. hadeh kapok lama2 ini mah,2022-06-15 17:33:09,negatif
"Maksud lazcoin itu gmn, Masa nukar coin barang nga ada coin ilang dan nga kembali,kalau nga niat bikin sesuatu itu nga usah di paksaan bro,malah bikin konsumen kecewa, Dan utk seller² bodong(kotak misteri,menjual barang dgn harga muraaaaaah banget tapi barang nga sesuai) mohon di kaji ulang",2021-03-25 2:19:59,negatif
"Buruk banget bikin kapok belanja di lazada , konsumen minta cancel ke CS Lazada gara"" ga ada konfirmasi tentang barang belum di kirim"" dan si seller nya di chat ga di bales bales , eh jawaban CS malah suruh nunggu barang sudah di kirim udah masuk logistik padahal di cek resi barang belum di pick up sama sekali (CS bohong) Hubungi layana lazada udah sering tapi tetep aja engga menyelasaikan problem nya",2020-03-11 3:37:07,negatif
"Saya kena tipu di lazada,,nominalnya luar biasa 1juta lebih,saya curiga ada pihak karyawan lazada yg main juga,kena pas kode OTP masuk barengan dengan pihak yg mengaku dari lazada menelpon,pas chat CS malah buat bingung,menyesal dan kecewa luar biasa,insyaAllah lebih puas belanja di shopee",2021-05-12 0:29:32,negatif
"aplikasi belanja online yg paling top menurut saya..karna gak perlu capekw transfer uang dulu..tinggal pilih barang,checkout,konfirmasi,sampe di rumah baru bayar.. untuk ongkir juga gak kaya lapak sebelah..cuma di rata2 11-17rb..murah bgt...",2019-05-24 2:38:04,positif
Ok puas selalu belanja dilazada,2022-08-09 6:00:42,positif
Parah banget belanyja di lazada sungguh lama nyampe nya....bikin mumet nunggu nya lebih dari 4 hari blm nyampe jg bnyak orderan saya pada lambat COD ga akan lg deh blanyja di aplikasi inih,2020-06-04 16:12:18,negatif
Saya sudah lama menggunakan aplikasi belanja di lazada.baru kali ini saya membeli baju tetapi tidak sesuai dengan ekspentasi .pesan nya baju gamis datang nya baju anak kecil dan atasan mukena bekas,2022-08-10 10:06:23,positif
suka banget pengiriman cepat trus ongkir nya murah banyak gratis ongkir pula suka deh pokok nya biar bintang yg berbicara banyak,2021-10-05 9:23:43,positif
"Kenapa setiap minta di update, gagal trus ya ? Padahal saya ssring belanja di lazada.",2021-07-06 23:39:48,positif
terima kasih lazada telah melayani pelanggan dengan baik dan sepenuh hati,2022-08-22 14:34:21,positif
pembelian di lazada sangat mengecewakan untuk pengirimanya sangat lama dan memakan waktu panjang status dalam proses terus.,2019-04-08 8:32:34,negatif
"Kasih tanda dulu, numpang berakkk. Terima kasih apk. Buat buang² waktu dll. Anggap aja Tipu² galus, dengan Embel- embel, kasih hadiahh. PRANKKK!! 😂😂🤣🤣. Gk niat bngt ngasih... Ke dukalinya Uninstall. Semoga gk tergoda lagi. Sampai mati.. Emng gk jelasss dri dlu.. Gk kek shopee, walau pelit, tapi pasti.",2022-04-20 13:49:14,negatif
lazada parah dari dulu tiap pesan barang selalu lama kecewa.mendingan belanja di shopy pengiriman nya jos engga nunggu lama pasti cepet di kirim nya.cuman itu keluhan dari saya !,2020-12-09 14:42:46,negatif
apk nya apik tenan. Ragam jualan ramah lingkungan kosan banyak di sini. 😊,2022-06-20 9:44:35,positif
"pengembalian dana yg Lama dan menyusahkan setelah Transaksi gagal tidak seperti di toko"" sebelah langsung cair jd Langsung bisa buat belanja lg",2019-07-14 23:29:00,negatif
sy Suka lazada .alhamdulilah barang nya bagussssssss bangeut sesuai dengan harga nya.kurir nya baik.,2019-08-03 0:23:44,positif
Suka bgt belanja d sini. Pokok nya sdh jd langganan. Real semua yg d jual. I love it. Mudah2 an tetep begini malah kalau bisa lebih bagus lagi.,2019-10-23 8:21:05,positif
coba pesan dulu siapa tau bagus,2022-06-11 12:49:50,negatif
Sangat memuaskan Menguntungkan dan tepat waktu,2022-06-27 12:30:06,positif
"asal beli barang di lazada,pasti barang nha lama kali sampai,gak sesuai sama yg di target kan,mala kadang gk sampai,gak rekomendasi",2019-01-08 0:04:20,negatif
Tolong diperhatikan lagi kurir nya sebelum antar paket harus dibrefing...biar gak ngotot...sudah tau salah malah ngotot...pesanan 1 dikirim 3 sudah dilihatin ke riwayat pemesanan malah tetep ngotot udah mah manajemen nya membenarkan tapi malah diblok yang salah siapa imbasnya siapa...maaf saya kecewa udah langganan diaplikasi ini...semoga dengan kejadian ini bisa diperhatikan kembali...,2021-01-01 19:45:27,negatif
Sangat buruk. Barang sudah lewat estimasi dari tanggal pengiriman belum jg nympe. Tidak ada respon dri seller maupun lazada. Suruh nunggu mlu. Penipu,2020-06-11 5:32:19,negatif
sangat membantu.semogah toko2 nya amanah semuah ..agar kepercayaan pelanggan tidak merasa di rugikan..,2022-06-15 8:05:52,positif
"Aplikasi nya sangat bagus, kalau yang bilang Ini aplikasi sampah dan Beli barang tidak sesuai itu kesalahan kalian sendiri Seharusnya teliti dalam membeli barang dan cek dengan benar tokonya lihat ulasan barangnya dengan benar.",2021-07-21 3:06:32,positif
Layanan kntl ga jelas bikin emosi aja sebelum di beli sudah di lihat betul² harga yang sebelum beli total semuanya 26k jadi 35k kayak mana nih seller tanggung jawab lah,2021-07-09 2:48:16,negatif
sangat puas belnja dilazada.lebih efisien tnpa keluar rumah dapat barang yg sesuai di inginkn👍👍👍👍👍👍,2022-07-12 1:26:48,positif
"Brengsek, woi saya sangat tidak senang di perlakukan seperti ini ಠ_ಠ. Tolong donk yah masalah iklan ngotak dikit, aku mau download vidio larinya ke sini. Cuman apk ini yang terus menerus pas aku mencet link, apk lain ga ada se-marok ini, cuma lazada yang nyepam iklan seperti ini.ಠ_ಠ",2021-02-17 0:51:12,negatif
Assalamualaikum Wr. WB. Kepada Pihak Lazada Kenapa Misal Klo Belanja Tidak Ada lagi Yang Bayar Di Tempat Saya Sebagai Pembeli Sungguh Kecewa Padahal Belinya Banyak sampe merogoh Kocek 700'san Lebih Mohon Di Perbaiki Lagi Terima kasih 🙏🙏🙏,2021-04-15 6:55:05,negatif
"parah 2 produk saya blm di terima sama sekali, namun email notifikasi barang sudah diterima, sampai hari ini saya belum menerima barang tersebut, tolong di perbaiki lagi untuk lazada ,saya sangat kecewa sekali",2019-08-01 11:43:40,negatif
terima kasih lazada suka bget blnja d lazada,2022-06-10 10:37:39,positif
semua pitur sudah bagus.. mungkin perlu tambahan pitur.. misal pitur tambah pesanan untuk pesanan yg sudah dibuat tp blum dibayar.. 😊,2018-11-24 20:50:43,positif
"Pengiriman nya lama banget. disini kalok ngirim suka"", gak sesuai estimasi. mending belanja di tempat lain yang jauh lebih cepat",2020-08-11 15:28:50,negatif
Aplikasi yg sangat membantu dalam memenuhi kebutuhan apapun..saat pandemi..trima kasih lazada..,2020-10-12 1:47:42,positif
"Aku suka! Ga kehitung berapa kali aku belanja, maybe lebih dari seratus kali, udh 2tahun pake apk ini, banyak suka dukanya, kadang barang ga sesuai, bahan nya jelek, tapi gimanapun juka kita nya harus main pinter, karna kualitas tergantung harga, jadi ya.. jaman sekarang apa apa mahal. Lop u lazada.",2020-05-31 20:28:52,positif
kalo boleh saran saya sering pesan jas hujan plastik .Ponco dan setelan. buat jualan lagi. maka dari itu saya minta bagian packing harus lebih teliti. karena suka ada yg kurang jumlah barangnya. saya dah 4 kali kecewa.. pesan satu lusin. yg dtng 4 biji. kadang pernah 2 biji. bahkan satu spotong jas hujan. harga tetep bayar satu lusin. itu z deh yg perlu di awasin trimkssih. lazada.,2022-07-27 5:33:48,positif
Kecewa lah belanja disini seler nya pada ga amanah.. gw beli jaket yang dateng ga sesuai kampretttt mana mahallll,2021-05-11 9:01:35,negatif
Please lah aplikasi gede kaya gini masih masang iklan spam diinternet anjr ganggu tau gak tiap buka google muncul mulu lu lah,2022-09-04 14:19:12,negatif
Awalnya saya suka belanja d lazada.. Tp setelah d hack.. Dan akun saya tidak bisa kembali seperti semula.. Dan uang belanja saya tidak bisa kembali.. Padahal saya sudah telpon csnya... ..Saya langsung uninstal lazada saya dari hp.. Dan tidak mw pakai lagi..,2020-10-26 12:55:15,negatif
Bagus. ..tapi untuk pengiriman ahir2 ini sering tertunda.. udah dibawa kurir malah balik lagi ke gudang.. 😂.,2022-07-09 3:50:52,positif
Sangat kecewa merasa tidak pesan di kirim barang terpaksa bayar ke Kurir 60.000 barang bawa kembali,2020-06-26 11:19:45,negatif
saya kasih 2.. update sekarang aneh.. di situ tertulis bisa C. O. D eh setelah mau pembayaran.. pilihan cod nya gak ada.. tolong dong di perbaikin... ribet kalo harus k counter atau atm..,2019-11-15 7:01:12,negatif
aplikasi belanja online yg sangat mudah digunakn.apalagi sistem COD nya membuat semua pelanggan mnjadikn lebih gampang dalam belanja.sukses slalu semoga harganya selalu trjangkau dan banyak bonus yg didapatkn 👍👍👍,2019-11-18 17:00:38,positif
"barang yg ditampilkan tidak sesuai,malahan yg dikirm aneh""",2020-10-26 0:20:42,negatif
Ongkir lazada skrg mahal gak kayak dulu lagi ... Dulu ke kepulauan riau cuma 15 rb skrg paling murah 36 rb naik drastis ongkir nya .. mana pula barang nya terkadang gak sesuai .. datang nya jg lama.,2019-10-16 4:13:08,negatif
"Dari dlu gk pake ini .. coba2 buka lg siapa tau ada discon ramadhan tau nya zonx, parahnya ini tiba ada pesanan cod dan harganya lumayan produk rokok dr lombok pake ongkir normal padahal saya tidak klik pesan .. mending pk aplikasi oren lebih jelas mudah dimengerti",2022-04-14 11:08:14,negatif
"aplikasi belanja yang praktice, murah, dan bisa bayar ditempat. berharap kedepannya menyediakan layanan langsung dari lazada untuk pembelian kredit tanpa uang muka",2019-07-25 3:15:45,positif
barang nya mendarat dengan selamat,2022-08-27 14:49:34,positif
Promo barangnya menarik. Tambail lagi dong buat barang yang cod nya,2019-08-25 15:15:38,positif
Belanja di lazada gak ribet .pemabayaran mudah barang sampai bayar di rempat.gak perlu ke mini market nambah lagi biaya.jauh lagi,2020-11-15 14:17:37,positif
"pesan barang tapi barangnya belum sampai padahal sudah saya bayar via konter indomart dari tanggal 11 april 2019 dan pihak lazada mau mengembalikan dananya tapi sampai sekarang nihil, saya himbau kepada siapapun untuk berhati-hati belanja di lazada, jangan tergiur harga murah, nanti kita menyesal",2019-04-23 15:43:44,negatif
"1. Banyak Seller Nakal 2. Pengembalian dana Refun lama, beda dengan, TOKOPEDIA, SHOPE dan BUKALAPAK. 3. Pengiriman dengan menggunakan kurir NINJA EZPRESS atau NINJA VAN ID. Lama banget. 4. Toko yang Tidak Aktif lebih dari 1 minggu masih masih nongol. Note: Tolong perbaiki layananya.",2021-11-14 0:53:52,negatif
Hampir semua barang tepat waktu & sesuai pesanan walau suka ada kesalahan barang karna kurang spesipik barang,2020-02-24 1:08:05,positif
"Paketannya rapi,barangnya bagus sesuai dg pesanan,tepat waktu sukses LAZADA.",2019-08-22 16:17:09,positif
"Sy seneng berbelanja di lazada,,walau trkadang banyak barang yg kurang sesuai,ya mungkin Krn blanja online kali yh tidak trlihat. tapi kadang juga sesuai.😁🙏",2021-12-14 11:29:32,positif
"Tidak bisa Chekout di aplikasi lazada padahal sinyal sangat penuh/mendukung , tapi kalo Chek out lewat google chrom pasti bisa? kira kira kenaoa yaa min? padahal akun saya terverifikasi semua!",2019-03-27 15:15:16,negatif
"Sy transfer pembayaran pd tanggal 2 April dan katanya estimasi barang akan saya terima pada 5-9 April, tapi sampai hari ini (12 april) barangnya belum sampai juga. Tanya ke seller katanya dia cuma nyediain barang, barangnya dikirim oleh lazada dan menyarankan utk chat CS. Sy coba chat CS yang jawab cuma robot. Bertahun-tahun saya belanja online di aplikasi belanja online sebelah ga pernah kecewa atau punya masalah seperti ini. Kalau begini terus akan banyak yang akan meninggalkanmu lazada.",2019-04-12 9:30:02,negatif
seneng belanja di lazada barangnya bagus2,2022-03-29 11:23:34,positif
Mudah penggunaan dan pembeliannya. Tingkatkan terus pelayanannya...,2019-11-10 17:28:42,positif
Kenapa si saya udah masuk aplikasi lazada.. terus mau belanja suruh masukan nomor..saya udah masukan.. masukan kode.. tapi di tunggu2 gak ada kode nyah gak ada sms sama sekapi😱😱😱😱,2020-07-25 1:47:36,negatif
"Barang sdh diterima dgn baik, packing rapi, barang warna sesuai pesanan dan ukuran juga sesuai pesanan. Thanks lazada",2021-01-04 13:55:31,positif
bisa tidak sih pop up ads nya bukan kamu:),2020-06-04 0:02:05,negatif
"Baru tau trnyta ongkir nya super duper muraahhhh. selama ini aku pikir si sh*pee termurah trnyta beda jauhh ongkir nya. Beli barang contoh nya kaya rak"" dri besi gtu disni omgkir 27 di sh*pee ongkir 90an itu udh potong vocher gratis ongkir padalannn 😭😭😭 nyesel baru tauuuuu",2019-10-12 19:45:20,positif
"Banyak sekali barang yang datang tanpa di pesan, banyak pedagang nakal yang mengirimkan paket tanpa di beli.. dan tidak ada resi di akun saya tentang pembelian itu!! LAZADA tidak pernah tegas dengan pedagang nakal seperti mereka! Kualitas kalian semakin memburuk",2022-09-03 4:14:25,negatif
User interface flash sale. Terlalu memusingkan. Campur aduk. Filter tidak berfungsi,2022-01-15 5:01:42,negatif
Apk anj gw main game sana sini iklan nya lazada mulu menggagu banget anj,2022-07-03 19:44:48,negatif
Lazada terlalu lama kalo ngirim barang kalo gini terus saya yakin banyak yang akan pindah ke aplikasi lain,2022-06-10 18:22:01,negatif
Saya kapok belanja di lazada sangat merugikan tidak amanah . Barang selalu tidak sesuai dan banyak seller penipu . Barang yg tidak sesuai tidak bisa d kembalikan . Mening belanja di apk sebelah saya selalu puas.,2021-06-17 11:01:05,negatif
Gak lagi2 dech belanja di lazada ! Kali ini saya kecewa .. masa pengiriman dri tgl 19 smpe skrg g di krim2 .. dri tokonya udh ngirim tp dri pihak expedisi nya g jlas,2022-08-28 11:21:37,negatif
aplikasi belanja online yg paling murah tapi tidak murahan. top Marko top lazada,2022-04-03 9:53:25,positif
Iya saya suka belanja di lazada selain murah dan cepat berkualitas,2021-03-26 4:57:53,positif
"Pengiriman cepat.. Kurir lazada ramah"".. Seller pun slama saya belanja slalu respon dgn baik dan cepat",2018-10-08 16:12:58,positif
"barangnya bagus2, cepat, dan ramah..",2022-07-25 10:26:49,positif
"Ok, ..... Kalo bisa sering sering kasih gratis biaya ongkir, utk semua product😂",2019-12-12 16:40:01,positif
Aku agak kecewa karena aku beli barang gak yamapek² sampay sekarang 😅🗿,2022-05-13 23:15:14,positif
"LAZADA PARAH !!! SISA LIMIT GA LAZPAYLATER GA BISA DI PAKAI ANEH ,,, NGAPAIN JANJI2 MANIS TADINYA SUDAH SYUKUR BISA MAU NGREDIT HP UNTUK KELURGA MAU DI PAKAI GA BISA !!!!!",2022-07-28 1:25:25,negatif
Saya sangat beruntung bisa memilih lazada tapi kenapa pas saya donlot yang lain eh malah ikut ke hpus lazadanya,2021-01-11 14:08:55,positif
selama berbelanja di lazada saya cukup puas dan tak mengecewakan barang sesuai pesanan barang sampai tepat waktu abang kurirnya juga ramah ramah,2022-03-18 5:40:41,positif
Cukup puas belanja di lazada mudah2an lazada semakin baik lg,2022-04-04 4:28:34,positif
"Kecewa banget dahh.. Saya udah pesan tapi malah gk ada d pesananya stelah berhari² saya nunggu in ttep ajh gk ada dlm pesanan nya dan pada akhirnya saya pesen lagi d toko yg berbeda,pas psenan udah dlm perjalanan ehh barang yg di pesen d toko pertama baru muncul dan baru d kemas. Kecewa banget dehh mau d batalin satu tapi kasian jadinya saya pesen 2.. Kesel kesel kesellll",2022-05-07 8:13:59,negatif
sangat puas belanja di lazada,2022-08-30 17:19:30,positif
"Aplikasi Lazada Yang Sangat Baik di gunakan para pengguna Yah ingin Mencari barang yang tidak ad di temukan luar sana,untuk saya belum pernah di kecewakan,terima kasih lazada telah mempermudah berbenlaja ku",2022-04-02 5:08:57,negatif
"Sangat menuesel beli d aplikasi lazada krg jelas,no tlp kurir gk d cantumkan. Alamat rmh jlas no hp aktif Pengiriman gagal ampe skrg uang kGa blik brg kaga ada. Pokok.e kaga jlas ini Lbh baik beli d jd.id dia kurir nya sms sblm kirim brg nya. D kash tau no tlp kurir nya Aplikasi kaga jelas Bru x ini blnja d sini malah d giniin.",2019-11-19 1:10:50,negatif
Terlalu lama untuk pengembalian dana . Kinerja nya buruk. Kembanyakan di suruh tunggu . Padahal kasusnya udah lebih dari 1 bulan . Emng lo pikir gw 1 bulan itu ngapain kalo ga nunggu . Kecewa lah . Ga akan belanja di lazada lagi,2020-03-10 10:00:20,negatif
terlalu lama nunggu pesanan barangnya juga ga sesaui pesanan...kecewa kapok kapok kapok kapok ... mending hapus ajah aplikasi dr hp saya .. bikin kesel,2019-02-04 2:43:13,negatif
"ya ampun harganya lebih mahal 2x lipat dari shoope... hadeh menyedihkan... saran aja seller nya mestinya dari distributor jangan perseorangan, dlu setia bgt sama lazada semenjak aplikasi tetangga masuk saya lebih nyaman pake aplikasi tetangga sellernya keren2 dan responsive karena memang kebanyakan distributor .",2019-03-18 11:15:57,negatif
"Kasih slalu berdering teruss saya sampai kuliah terganggu padahal saya tidak pernah berlangganan, tiba dapat hadiah yg nggak tau asal dari mana. Katanya promo 300.000. Sampai dalam satu hari nggak hpe berhenti berdering jangan aku menipu dosa.",2020-11-24 7:26:18,negatif
habis di perbaharui tambah susah buat masuk ...koneksi jaringan..padahal sinyal 4g..tolong di perbaiki..terima kasih uda ada perbaikan,2019-08-12 16:04:54,positif
Lazada awalnya bagus n enaaakk knp skrg koq lama bnrrrrrrrrr nyampenya . Kurirrnya juga udh gk nlpn2 yg mesen . Tolong perbaiki sistem anter barangnya . Jangan kya taik !!!,2020-08-07 17:21:38,negatif
"Olshop apaan si ini, saya baru instal terus beli barang dari tanggal 9 kmaren terus cuma diproses aja ga dikirim2 terus seler di chat juga ga respon2 gimana si ini, tanggung jawab nya mana ini udah tf juga.",2020-07-11 11:12:27,negatif
"Jaringan sering error applikasinya, padahal pas cek nonton youtube lancar tanpa hambatan... Fix it",2021-09-16 16:11:34,negatif
"Fucek emang, mau download film, link direct nya kesini, mau download aplikasi tembus kesini juga.. tingkatin kualitas layanan kalo pengen bangus, bukan tingkatin pasang iklan tapi bukan pada tempatnya, gak menarik njirr",2020-03-31 20:08:33,negatif
tolong perbaiki lazada credit yang terblokir klo udah saya pulin lagi bintangnya,2022-03-19 14:26:55,negatif
barang bagus sesuai pesanan,2022-06-08 4:26:15,positif
"olshop mantap, ya lazada...",2022-06-30 1:12:01,positif
"Belanja di lazada selalu puas, kadang ada juga tokoh yang ngk amanah misalnya beli baju setelan yang datang kardigan, kan kesel jadinya untung uang aku di kembalikan lagi🤣, kalo ngk udh makan uang haram tu orng ,selain itu tokoh, selalu puas belanja di lazada ini. Makasih lazada semoga makin sukses 🦄😍",2020-10-25 6:32:29,positif
pengiriman cepat kurir ramah 👍 mksih 🙏,2022-04-04 23:57:05,positif
Dilazada tokonya banyak yg bohong dan barang yg dijualnya pun palsu..serta pengiriman nya lambat dan lemot sekali..aku ingat kan ya..kawan kawan jangan belanja di lazada..,2021-03-26 0:26:54,negatif
murah meriah blnja di Lazada...terbaik dahhhh....pokonya,2022-04-04 15:36:47,positif
