text,at,label
"Apk belanja online paling sampah sejagat raya,bug ada dimana²,sering ngefreze,lemot padahal sinyal bagus,voucher kadang gabisa digunakan(misalnya ada voucher gratis ongkir Cod min Rp.0,pas mau di gunakan voucher hilang tiba² dan yg muncul min Rp.30.000 pas mau di gunakan hilang juga dan yg muncul min Rp.120.000)mohon kedepannya di perbaiki bisa memanjakan pengguna kembali seperti dulu.banyak yg ngeluh seperti ini tpi tidak di jawab.Terima kasih.",2022-08-29 13:43:03,negatif
"Lemot sekali setelah update, pengiriman barang selalu create failed, live chat dengan agent shopee tidak menyelesaikan masalah sampai makan dua hari kerja. Pelayanan shopee makin kesini makin buruk! 👎",2022-03-25 22:39:39,negatif
"pelayanan dan pengirimannya cukup memuaskan juga sistem tracking cukup transparant sehingga tidak membuat konsumen merasa hawatir. tp ada yang perlu di perbaiki karena banyak sekali fitur dan iklan membuat aplikasi terasa cukup berat dan lambat, saran saya dibuat lebih simple dan ringan angar experient penggunaan aplikasi lebih memuaskan lagi. terima kasih",2021-10-08 16:18:40,positif
"Saya pengguna baru saya habis download shope shope sudah menjanjikan kalo pengguna baru akan mendapat kan pulsa gratis saya habis download shope tidak mendapatkan sama sekali pulsa ya yang sudah shope janjikan saya kecewa buang"" kuota 😔 kalo beneran dapet pulsa buat tambah"" han buat kuota untuk belajar ☹️",2022-05-23 11:39:00,negatif
"aplikasi belanja yg sgt memuaskan!! aman amanah! dan byk gratis ongkir tiap blnnya! byk promo!! dan hampir smua yg dicari ada disini. murah juga! tapi ongkirnya kadang terlalu mahal, jdi nunggu dpt promo gratis ongkir dulu klo mau beli. tapi pengiriman dr shopee tdk mengecewakan, selalu cepat, paling lama 1minggu.",2020-09-05 20:40:27,positif
Bagus ....tapi kadang berat di hp lama bukanya,2022-05-06 14:57:32,positif
Setelah di updet hp ku lang sung cras dan gak bisa di pen jet pas ngungu baterai habis baru bisa di pencet,2022-06-22 15:51:52,negatif
"Aplikasi tempat penipuan, Saya beli melalu sistem COD tapi sama seller di suruh TF dulu baru ntar paket baru bisa di kirim. Di dalam paket udah terkonfirmasi tapi bisa tiba tiba di cancle ketika uang udah di kirim. Aplikasi Tempat Penipuan!!!!! ATI-ATI SEMUA PIHAK SHOPEE KURANG BIJAK, NGAMBIL UNTUNG NYA DOANG!!!",2022-06-21 2:27:39,negatif
"Suka banget, aplikasinya membantu banget buat kita kaum pemales yang kerjaannya rebahan aja, mager buat keluar, apalagi sekarang kan lagi masa pandemi kayak gini, PSBB dimana"", jadi aplikasi ini rekomen banget buat kalian yang belum download, buruan deh didownload. Stay healthy, Stay save, Stay positif semuanya",2021-06-30 3:17:10,positif
"Shopee sangat membantu dalam mencari barang yang susah didapatkan di toko offline. Dan untuk segi harga lebih murah. Dengan adanya Shopee belanja lebih mudah, murah dan yg pasti sangat membantu masyarakat. 👍👍 Terimakasih Shopee, sukses selalu",2022-04-04 3:31:00,positif
"Shopee yah lama2 turun loh, udah enak2 pakai kebijakan lama ini malah dirubah lagi, jadi susah bukan hanya berdampak ke pembeli tapi ke penjual juga. Sebagai penjual jadi susah harus antar2 orderan ke counter shopee express, mana jauh dari toko mending bisa di pick up, ini kagak bisa! Sekalinya bisa ada minimal jumlah barang. Toko mana bisa memprediksi orderan bisa banyak dalam sehari kalo gini caranya mana lagi corona.",2021-03-19 15:04:37,negatif
"Blm prnh kecewa blnja di shopee...tpi knpa ya stiap mendaftar spaylatter sllu gk bsa,dan gk di beri tuntunan supaya bisa,skli gk di acc nunggu nya 1bln lagi.wkwkwk",2022-07-07 10:39:27,positif
"Kecewa dengan fitur transfer ke bank lainnya dari shopeepay, estimasi uang sampai ke BPD bank Jatim, 1-7 hari kerja baru masuk, sedangkan hari libur tidak diproses, padahal kirim hari kamis 11/08/22, baru tau kalau estimasi selama itu setelah uang di transfer. Padahal uang mau dipakai untuk keperluan penting, sampai Hari Minggu 13/08/22 status hanya SEDANG DIPROSES. Maaf semoga sistem bisa segera diperbaiki, bisa digunakan pelajaran untuk semua. Pertimbangkan, jangan cuma kejar bebas biaya admin",2022-08-13 6:25:35,negatif
Selama ini saya rasa cukup baik/paket yg di kirim cukup aman/tidak lecet/rusak.sesuey pesanan.masukan pelayanan cod yg di atas 1 JT / 3 jt di per banyak/saya pribadi saya menyukai cod.sebelumnya saya pesen paket/ lewat temen saya/main trasper,2022-04-05 16:02:03,positif
"Terllu lemut saat buka aplikasi aalavi saat kita melihat produk sangat lama .Koneksi untuk membuka produksi sangat lama lodingnya sedangkan koneksi baik "" saja .butuh perbaikn detail untuk bsa stabil saat membuka filee atau produk..",2022-05-04 14:33:29,negatif
Cuma masukan tlg penjual perhatikan ukuran yg diminta pembeli klu ukrn/size hbs blg jgn dikasih ukuran yg lain .makasih,2022-08-27 5:19:40,positif
"Beli barang jadi lebih mudah, apalagi dengan adanya fitur beli sekarang bayar nanti, shopee the best",2022-06-18 4:22:28,positif
Banyak in lagi gratis ongkir nya yaa,2022-07-05 9:38:56,positif
Kasih bintang 5 supaya di baca pihak shoppe Untuk saat ini saya merasakan Pengemasan lama sekali pakai instan datang ke esokan harinya Pakai sameday 2 hari masih di kemas Tolong untuk pihak shoppe diperhatikan lagi...,2022-09-03 11:12:53,positif
"ini shoper kenapa si lemot bangett,baru login udah lemott,apalagi kalo lagi nyari barang suka lemot,ini bukan masalah jaringan,bukan masalah hp,ini aplikasi nya yang lemot, soalnya toko lazada,tokped gak kek gini,ini parah bangett lemot nya",2022-02-08 6:18:55,negatif
Ngelag ngefreeze di-update bukan semakin bagus malah melambat performa aplikasi nya,2022-08-24 20:22:21,negatif
"Padahal suka banget tapi!!!!! Kok apk-nya crash mulu yah??? Padahal jaringan data bagus. Notifikasi barang yang dipesan gak jelas, gak ada notifikasi barang di antar tiba"" barang datang!!!! Barang kiriman suka lebih lama dari estimasi pengiriman!!!! Ayolah shopee apk diperbaiki lagi dong!!!! Mempermalaskanku klo apk-nya terus bgini. Klo dibiarin bgini trus bisa"" smua user-mu pindah di tokopedia loh!!!! Saran saya sih itu dana untuk iklan dialihkan saja ke dana perbaikan apk-nya!!!!",2022-04-19 10:20:23,negatif
"Pokoknya belanja di shopee kualitas produk sangat bagus dan baik,barang juga terbaik dah pokoknya, harganya terjangkau, pokoknya nggak nyesel beli di shope, pokoknya harus beli barang apapun di shopee selalu terpercaya 👍🏻✨",2021-07-17 14:59:28,positif
"bisnis sih bisnis, tpi gk ush bohongin orng"" pake ngadain acara flash sale diskon"" apa lah terutama flash sale yg elektronik kek hp rp1rb ituh, kalo bisa flash sale yg barang mewah kek hp apa yg lainnya itu di livein di tv, masa flash sale yg di tv brang"" biasa terus giliran flash sale barang"" mewah acaranya diselesain dulu",2022-06-24 6:01:57,negatif
"Setelah update jadi error tuh, udah login tetep aja akun nya blank. Mohon di perbaiki",2022-03-22 4:01:44,negatif
"Lemot banget, mau belanja keburu gk mood hiks pas mau milih variasi susah di pencetnya jdi keburu kesel.",2022-07-22 5:17:06,negatif
Mantul untuk yang lainnya. Terkecuali tabungan emas di Shopee malah ribet mening kaga usah beli saya nyesel udah nabung emas di Shopee harus daftar ke Pegadaian segala ribet 😂. Buat yang nabung kalo mau nabung emas mening beli ke toko emas admin paling gede 20rbu kalo di pegadaian ribet. Kagak percaya coba aja,2022-07-14 5:46:27,negatif
Perbanyak gratis ongkir dan lebih murah lagi ongkirnya biar berbelanja pakai shopee terus,2022-04-29 11:06:46,positif
"Shopee tukang Prank event 150 rb ,kalau gak niat buat event tidak usah sok2 bohongin follower di instagram.kemarin post di Instagram bilangnya hari ini event 150rb,sudah di tunggu gak muncul2 parah shopee jadi tukang Prank no 1 Indonesia,semoga admin yang post kemarin di Instagram Hidupnya jadi sengsara kalau perlu tanganya patah karena sudah bohongin follower",2022-08-14 8:39:44,negatif
"Aneh Parah bikin promo kode voucher blom semenit ud abis,giliran dapet pas di keranjang error² ampe abis vocny. promo palsu barang 1000 30 detik mau jm flash ud kosong aja, pertama kali bikin akun ad voc diskon ga bisa dipake masalah error pant8 ,shopee iklan,notif sampah g penting muncul terus di hp gw satuny (redmi) ampe lag cuma karna notif g penting dari shopee,beli barang ditoko tapi diklik(tidak ditemukan )(hrs dari chat toko),ini shopee bagus di awal² rilis, pas ud berumur makin gaje",2022-06-26 14:22:28,negatif
Selalu puas belanja di shopee. Ga pernah kecewa pokoke belanja disini. Terus tingkatkan lg pelayananya dengan baik.!!!!!!!!!!!!!##%$!%&&^^,2021-01-08 11:56:41,positif
Saya suka shoppe ..karna saya tidak suka panas panasan untuk shop dan saya suka cod nya .,2022-07-27 9:33:09,positif
Suka banget belanja di Shopie bnyak sale dan ada gratis ongkir 🤗. Barang2 yg di jual para seller pun bagus dan kualitas oke selalu real pick. Pokonya kalau pesan barang di Shopie insya Allah amanah,2021-03-09 16:15:54,positif
"Puas belanjanya dengan pengiriman yg tepat waktu,besok besok kalo belanja di shopee aja,cepat dan tepat.",2022-09-02 17:47:16,positif
Suka sekali belanja di shopee,2022-09-05 13:57:22,positif
Makin di updet makin parah saja makin lemot aja gimna nih masa di updet malah semakin gk nyaman,2022-05-07 5:33:00,negatif
"Puas dan sangat membantu , namun kadang suka lemot",2022-06-27 6:38:18,positif
semoga tetap menjadi aplikasi perbelanjaan termurah amanah dan sangat terpercaya maksih shopeee .. berbelanja mudah tanpa hambatan,2022-04-25 5:25:16,positif
"Apa ini habis pembaruan ga bisa dibuka trs ada tulisan ""aplikasi tidak terinstal di perangkat ini"" Stresss sumpah paan bgt sih ini tolong lah jangan kek gini",2022-04-02 3:06:51,negatif
"Banyak promo voucher gratis ongkir. Belanja di shopee juga mudah, enak, dan nyaman. Dulu awalnya coba"", eeh ternyata malah ketagihan belanja di shopee. Yahh...tapi sayangnya lebih banyakan promo voucher gratis ongkir shopee pay nya. Promo voucher gratis ongkir cod tidak terlalu banyak, malah jarang. Tiap promo bulanan, juga kadang"" ada, kadang"" nggak. Padahal aku penyuka gratis ongkir cod. Tapi selebihnya suka banget sama shopee.",2021-03-07 10:56:58,positif
"gilaaaaaaaaaaa,,, gak sesuai sama harga barangnya,,, jasa expresnya gila gilaan, ngambil untungnya lebih banyak dari pada si penjual,,, belum nantinya kalo barang rusak gak mau ganti rugi pula,,, gak lagi2 saya pakek pesan online,,, kapok",2020-10-23 11:14:30,negatif
"Hati hati melakukan transaksi di shopee teman2,apalagi dengan toko2 yg di shopee, sy sudah kena tipu, shopee belum tindak lanjuti, saya sudah transfer uang tapi dikemas trus sudah seminggu, pas chat toko, blg besok sampe detik ini gk dikirim, sy rugi sy chat shopee chatnya gitu2 mulu gk ngasi solusi. Barang cod tapi pas buat pesanan ujung2 suruh pilih transfer.. Hati2 transaksi dishopee,sy ada bukti screnshot",2020-06-02 10:44:19,negatif
"Hampir semua barang bisa cod,jadi g usah ragu buat belanja di sini",2022-07-21 7:12:01,positif
"Lemot banget lowding lama baru ke buka, shop online terlengkap tp kyk jalanya kura2 kl mau buka",2022-08-25 13:16:50,negatif
"Promo gaada,diresto harganya mahal,gimna ini shopee kok gini bgtt,menyengsarakan yang belii",2022-07-27 8:05:11,negatif
"Semakin lama ga jeles aplikasi ini saya mau pesan barang engak bisa padahal bayar nya pakai shopeepay ga ada gratis ongkir lagi. Tiap saat aplikasi up de terus lagi,. Ga jls",2022-03-10 16:01:27,negatif
Kalo perlu hpus aja ini aplikasi .. di setiap buka macam download lagu . Atau buka video ... Aplikasi ini lh iklan nya macam pante,2022-04-15 0:40:06,negatif
"Gak nyaman ,enak yg orang kayah bisa bayar lewat ATM dan lain-lain,tpi bagai mana yg orang gak punya ATM DN lain2 ,bisa nya lewat COD,itu saya Lewat COD,tpi gak bisa mau mesan lewat COD,",2022-08-28 17:45:38,negatif
Ini develop nya gmn yah?ko sya baru masuk gd gambarnya samsek.. Tpi pas buat login tokped am lazada olx lancar2 ajh tuh...😑mkin bingung am shopee,2022-04-05 10:03:21,negatif
Aplikasi nya sangat ngelag padahal jaringan nya udah bagus,2022-04-04 14:13:02,negatif
Kemarin saya order barang dan sudah transfer uang di toko lunox.stores yang ada di aplikasi shopee tapi setelah itu pihak toko bilang stok narang habis dan uang saya hangus anjinggggggggg bangsatt aplikasi ini banyak toko penipuanya,2022-06-14 4:46:08,negatif
Makin Lama kok gratis ongkirnya malah bayar si terus gratis ongkirnya hadeuhhh parah masa cuma 5k doang dlu awal2 bisa gratis total ga bayar sama sekali sekarang ongkirnya daerah Kalimantan kalau mau belanja minimal 30k keatas makin nyesel kalau udah jadi member lama,2022-07-30 13:45:27,negatif
Udh di update versi terbaru masih aja suka ngelag pas scrol2 bikin esmosi jiwa,2022-08-13 19:17:06,negatif
Aplikasi yg membuat saya harus kerja keras agar mampu membeli banyak barwng disini sekaligus berjualan di shopee biar dapat banyak duit 🥰,2022-08-28 5:44:41,positif
"Sering lag buffering lama ga jelas, padahal paket data aman, buka aplikasi lain lancar",2022-08-10 9:37:14,negatif
Menurut saya shopee sudah bagus namun harus ditingkatkan kembali karena loadingnya agak telat kalau bisa jangan sampai telat langsung wust...ajha ditunggu versi terbarunya.,2019-10-09 6:30:16,positif
Aplikasinya lemot banget. Padahal nonton video youtube lancar aja. Aplikasi Shopee aplikasinya berat banget,2022-08-10 9:14:51,negatif
Di shopee mudah mencari barang yg kita butuhkan...Barang-barang yang dibeli sesuai dengan harapan... pengirimannya cepat dan penjualnya ramah,2020-07-29 15:04:40,positif
Sekarang jadi lambat lemot gambar gak muncul padahal kuota saya masih banyak sama 4G padahal suka banget belanja di shopee. Mohon untuk perbaikan aplikasinya,2020-02-14 8:48:57,negatif
Yang bikin kecewa sih harga opsi pengirimannya itu bikin males belinya. Masa opsi pengirimannya lebih malah dari pada barangnya.,2022-07-21 18:34:45,negatif
Belanja disopee memang tidak diragukan lagi kwalitas barangnya dan harganyapun murah,2022-06-18 7:06:28,positif
kendala saya saat mau pembayaran via ind*****t suka sering terkendala bilangnya ga da jaringan ... bahkan hampir sampai seharian. nah kalaupun bisa itu juga hanya ind****t tertentu saja yang jauh dari tempat tinggal untuk aplikasi sih saya sangat puas.,2018-12-20 4:30:50,positif
Saya suka belanja di soope...murah dan kurir ny ramah2...,2022-07-08 5:13:50,positif
Belanja Makin mudah dengan harga murah.,2022-07-08 1:48:57,positif
"Banyak penjual penipunya, coba lebih di disiplinkan",2022-08-17 4:50:06,negatif
Diupdate malah jadi lemot,2022-06-27 12:18:09,negatif
Pelayanan sangat buruk. Tidak ada kejelasan dari customer servicenya padahal sudah bayar tapi pesanan malah dibatalkan dan harus menghubungi berkali-kali cs nya tapi ga ditindaklanjuti padahal sudah menunggu lama. Kecewa sekali,2018-12-16 0:29:40,negatif
"Tampilan aplikasi informatif, banyak promo Dan pilihan pembayaran",2022-08-27 5:15:41,positif
bagus. tambah lemot. jaringan oke tapi lemot. mmmh lemot. kura2 oren.,2022-07-26 10:45:39,negatif
Selama 6thn jadi market place terfavourite. Skrng jadi apk ga guna semenjak jasa pengirimannya ditentukan sepihak. Saya sebagai pembeli dr daerah tau banget mana pengiriman yg cepet mana yg lelet. Mungkin saatnya say goodbye.,2021-04-06 13:58:40,negatif
"Alhamdulilah semenjak belanja di shopee blm prnah di kecewakan barang yg di pesan nya pun selalu sesuai, kulir alhamdulilah Ramah.trimakasih shopee😊",2022-04-26 5:16:06,positif
"Kenapa shoope nya nge bugg, kayak mau klaim coin, nonton live, beri rating penjual, nge konfirmasi kalau pesanan sudah sampe aja ga bisaa, malah warna layar nya putih semua 🥲 jadi tolong diperbaiki ya, jaringan ku juga sudah lancar, kalau sudah baik nanti aku tambahin bintang nya. Ini sudah 3 hari tapi belum bisa². Padahal mau konfirmasi pesanan sudah di terima ga bisa bisa pliss deh shopee nya tolong di perbaiki🥲☺️",2022-06-05 4:16:37,negatif
Udah top up shoppe pay tulisanya berhasil tapi kok malahan dishoppee paynya gak keluar saldonya masih tetep😭😭 pdahal di mbangking nya udah tertulis berhasil 😭😭,2022-06-22 8:42:43,negatif
Sejauh ini sip...mantap...pertahankan & terus tingkatkan,2022-09-06 4:25:42,positif
suka bgt sm shopee pengirimannya cpt..banyak voucher free ongkir..produknya jauh lebih murah... dan kualitasnya oke..,2020-02-05 5:49:16,positif
Terimakasih shopee bertaun taun saya menggunakan aplikasi ini brlum pernah menemukan kekecewaan.,2022-08-30 1:30:17,positif
Aplikasi ini sangat mudah dipakai namun beberapa kali menemukan toko palsu yang menjual produk rusak. Beberapa kali minta bantuan dari shopee chat dan Alhamdulillah tidak pernah ada solusi dan berakhir dengan merugikan pembeli. Terakhir chat bersama CS Anggra dan sangat tidak menyenangkan.,2021-01-14 4:59:16,negatif
Kasih binta 5 dlu buat shopee karna semakin bagus layanannya dan aplikasinya semakin membantu juga. Suksess selalu ya shopee ❤️❤️🥰🥰,2022-07-04 7:36:59,positif
"APK BABI,ORANG MAU BELANJA MALAH LAYAR NYA JADI PUTIH SEMUA,PAHAL SINYAL LANCAR SEMUA LANCAR MAIN STUMBLE GUY LANCAR,PAS MAU CHEK OUT BARANG DI KERANJANG ADA TULISAN MUAT ULANG,APK GAJELAS GA USH DI DOWNLOAD,NGURAS KUOTA DAN RAM BANGET!!!",2022-06-20 5:54:42,negatif
Alhamdllh bagus pelayanan ya,2022-08-15 11:55:45,positif
Shopee itu aplikasi belanja paling murah banyak diskon dan pastinya sering dapet ongkir pengalaman aku Alhamdulillah seneng dan di shopee banyak games apalagi sekarang ada siram tanaman thr seruu,2020-04-12 4:56:49,positif
Tempat online shopping terbaik,2022-07-07 3:04:41,positif
"Suka sekali dengan sophee belanja online lebih tenang,sangat membantu pokoknya",2022-06-29 10:36:06,positif
Kecewa dengan Shopee,2022-08-23 10:55:47,negatif
Banyak promo nya mantap,2022-06-09 5:09:21,positif
Semua yang kita butuhkan ada dan kwalitas bagus,2022-08-08 12:44:08,positif
Aplikasi shopee ok belanja di shopee mudah 👍👍 and terpercaya 👍👍,2022-07-21 22:35:09,positif
Terima kasih shopee...Semuanya bagus Shoppe memang...Mantap... mantap.... banget 👍 👍 kualitas nya bagus bagus,2022-08-08 9:56:00,positif
Terkadang dari gudang suka asal2an org punya barang asal taro asal lempar. Dia gak mikir klo itu barang sudah di beli.. terkadang sih kurir suka asal2 sama barang org kesel sama pembeli barang2 maen banting lah maen lempar lah. Kesel sama pembeli barang org jd sasarannya. kadang dari pihak toko gak mau terima komplain dari pembeli. Asal paking aja.. jadi pembeli yg selalu jadi korban..,2022-08-08 11:17:04,negatif
Min tolong ya video sama live di hide pake icon menu. Hari ini ada yg live alat kelamin ga jelas banget paling depan halaman. Gak ada filter apa? Ini aplikasi sumpah dah.,2022-07-30 5:02:02,negatif
Makin kemari makin berat kaya ya.mau liat produk aj lama bagt,2022-07-23 15:02:27,positif
Mantap... terpercaya.. dan respon cepat..,2022-08-09 8:05:52,positif
"Saya ubah bintang nya karena ada yg tidak beres di aplikasi shopee , kenapa bonus shopee 2juta saya tidak masuk malahan ditolak dan saldo saya tidak kembali, saya sangat kecewa dengan pihak shopee ,",2021-06-12 22:45:44,negatif
Cara belanja online lebih nyaman,2022-07-01 8:35:15,positif
Shopee....... Ini kok Shopee pay saya kesedot sendiri mana ngga dikit lagi kesedot nya 182k gimna dong uang itu hilang sia sia dong...... Klo kyk gini banyak yg kurang percaya lagi beli di Shopee mohon responnya,2022-06-01 16:11:47,negatif
"Kenapa shppayleater dibekukan? Pdhal untuk pembayaran selalu tepat bahkan sebelum jatuh tempo sudah dilunasi,,mohon kak ditinjau lagi terimakasih",2022-07-17 23:28:46,positif
"Sangat membantu untuk memenuhi kebutuhan tampa harus kluar rumah , terimkasih Shopee trus berkembang dan menjadi media penunjang bagi masyarakat dunia",2022-08-10 7:45:51,positif
Belanja menyenangkan dan mudah banyak bonusnya,2022-08-20 4:40:59,positif
"Untuk pihak Shopee. Kenapa ya Kurir² sekarang gak Seperti dulu, Pada malas Untuk Mengirim pesanan kerumah.. Saat ditanyakan, ""Antar Kerumah Saja Mas"" dia malah Jawabnya ""Ah Malas, Panas, Saya titipkan di Bawah saja"" lohh... FUNGSINYA DIA SEBAGAI KURIR TU APA??? SAYA SENGAJA KASIH BINTANG 5 BIAR DI LIRIK KELUH KESAH SAYA. MOHON DI PERBAIKI.. kinerja kurir",2022-09-05 3:06:43,positif
Jualan nya tidak lengkap vapor aja tdk bisa beli di toko ini 😏 ongkir aja mahal banget padahal dekat datangnya juga lama. Terimakasih atas kerjasamanya.,2020-04-21 8:18:51,negatif
"Aplikasi memang cocok bngt nih buat kita yg suka belanja online,saya sendiri sudh sering memesan online di aplikasi shopee ini alhamdulillah brng""nya ga ada ngecewain Sukses trus buat shopeee👍",2022-01-08 6:36:37,positif
"Demi Tuhan jangan pernah mau download apkikasi ini, udah lemot, berasa kayak pake hp kentang. Dari dulu sampe skarang gak ada perubahan, maunya duit doank gak mau perhatiin kepuasan penggunanya",2022-04-09 3:54:18,negatif
"Makin sering update, makin sering belanja hihihi",2022-04-22 20:09:11,positif
"Masih ada bug seperti nya saat ingin mengunjungi toko halaman pasti muncul ""Ups halaman sedang diperbaiki"" padahal halaman lain tidak mohon shopee diperbaiki bug nya",2020-08-22 5:18:57,negatif
"Suka aja sama aplikasi ini sebab semua yang kita cari tersedia, harga dan kualitas juga oke punya deh, mantulll pokoke 😁😎😎 jangan lupa follow ig @frame_art_pku",2020-08-19 17:56:20,positif
"Sekarang jadi kecewa dengan shopee. Akibat pesanan dibatalkan oleh penjual dana yang dikembalikan ke akun shopeepay saya sampai sekarang tidak bisa ditarik ke rekening. Malahan harus verifikasi ktp lagi sekarang. Awalnya diinfokan utk verifikasi ktp estimasi waktu maksimal 3 x 24 jam. Eh, tahu tahu nya sekarang disuruh tunggu lagi 5 x 24 jam. Entah apa lagi jawaban selanjutnya. Apakah ini yang kalian namakan dengan peningkatan performa?",2018-12-06 1:22:50,negatif
"Mantap, keren, ajib, aplikasi yg paling keren, keren heboh diskon, diskon 100% diskon 50% pas mau cek out dapet diskon/cash back koin Shopee 2000... Mantapppppp!!!! Blokir, ke warna biru yg hari ini ulang tahun diskon.a lebih mantappp",2022-03-26 8:46:09,negatif
Bisa laaah mempermudah belanja,2022-07-30 16:21:20,positif
"Mantap dah. Ini kejutan banget buat saya, karena saya dapet koin shopee, dan jadi murah kalo pengen belanja belanja, the best dah mantaaaaap. Ayo semuanya buruan maen game shopee tanam, jangan sampai ketinggalan dapet THR 1jt di shopee. Ingat yah jangan sampai ketinggalan, buruan download shopee, dan menangkan hadiah dari shopee👍.",2020-04-23 18:44:44,positif
"Agak lambat dalam menangani masalah...gak langsung complen langsung d atasi tp nunhhu dlu bahkan ampe 24 jam...kecewa bener,bener kecewa",2022-07-07 2:35:03,negatif
Selalu menyenangkan belanja di shopee,2022-08-04 12:58:04,positif
"Suka sekali belanja disini. Udah langganan sih, tapi masih ada target belanjanya 16 kali lagi biar jadi member platinum. Biar tambah banyak bonus",2020-09-13 21:49:38,positif
"aplikasinya lambat sekali. mohon diperbaiki kinerja aplikasinya agar pembeli mudah dalam mengakses aplikasi ini. saya sudah update tapi tetap tidak ada kemajuan. masih sama, sering lelet, padahal jaringan saya baik-baik saja.",2022-04-12 16:13:48,negatif
"Awal awal raguu download nya..eh ternyata shopee menyenangkann.. Belanja nyaa,hadiah haidah nya... Poko nyaa shope juara dehh👍👍👍😍😍",2022-05-26 12:25:17,positif
"Seller makin susah akses, segala sekarang tidak ada link yg di tanyakan pembeli saat chat, buat bingung",2022-08-05 5:42:30,negatif
Semua ada di shopee. Makin mudah belanja online❤️,2022-05-22 4:21:06,positif
Suka sama Shopee tp lambat skali.. Sudah di update jg lambat..,2022-08-13 2:22:16,negatif
Jelek sekali. Dari segi apapun.,2022-08-21 16:02:59,negatif
"Selalu bagus, semoga kedepan juga tetap bagus 👍",2022-07-04 3:32:23,positif
Bagus dan memuaskan belanja di shopee,2022-07-16 14:58:57,positif
"Suka belanja di shopee, banyak pilihannya, murah harganya, gak ribet cara pesan/pengembalian, call center nya ramah... Jd ngerasa belanja aman dan nyaman",2019-11-13 6:51:30,positif
Semakin banyak pembaruan malah aplikasi makin lemot. Aplikasi belanja online paling lemot. Gak kaya tokopedia dan lazada.. shope lemot banget.. aplikasi dibuat hanya untuk loading doang.. Buka lazada tokopedia lancar.. masa buka shope gak bisa astagaaaa,2022-06-12 16:03:47,negatif
Aplikasi bagus banget sangat membantu Terima kasih shopee!!!! Untuk update ke shopepay plus susah ya gagal verifikasi mulu Tolong dong shopeee!,2021-12-16 6:12:53,positif
"Senang dan suka belanja disini,,tapi..kadang masih ada juga toko yg kurang teliti dalam pengemasan barang sehingga ada barang yg kurang ketika paket diterima,,terutama toko yg luar negeri,,tolong diperbaiki lagi layanan nya agar lebih baik kedepannya,,",2019-10-12 10:54:23,positif
Semakin hari semakin ribet aja nih aplikasi.. pakai verifikasi.wajah pula.. udah fix uninstall.. harga juga dengan lapak sebelah sudah sama dan gak ada promo.. bye shopee,2022-04-02 0:15:50,negatif
"Pengirimannya sekarang lama , order sebulan masih belum sampai juga , gak seperti dulu",2022-04-23 8:28:35,negatif
Mohon di perbaiki layanan pesan nya min ..chek out ga bisa ..masukin nmr hp ga di respon alias di salah in . padahal kode verifikasi benar ? Ga masuk akal min ...,2022-03-28 5:55:55,negatif
